month,Equity DM,Equity EM,Real premia,Inflation,Credit,Commodity
2006-04,0.0287,0.0434,-0.0012416666666666752,0.015691666666666694,0.0034083333333333214,0.06657551970011415
2006-05,-0.0412,-0.061900000000000004,-0.005208333333333317,-0.0009666666666666751,0.002391666666666661,-0.008203283096347243
2006-06,-0.0059,-0.0085,-0.002733333333333332,-0.0002000000000000131,0.00038333333333333947,-0.0126206839661086
2006-07,-0.0025,0.011200000000000002,0.012516666666666659,-0.00022499999999998563,0.00039166666666667275,0.01813438126264644
2006-08,0.0223,0.003700000000000001,0.015608333333333307,-0.004249999999999989,-0.0036000000000000042,-0.037455954957728486
2006-09,0.006,0.0005000000000000004,-0.0005333333333333186,-0.00831666666666666,0.0024416666666666606,-0.046099974978418896
2006-10,0.0333,0.0092,-0.0037083333333332996,-0.006025000000000007,0.009433333333333354,0.005920887816063473
2006-11,0.0229,0.0493,0.01634999999999997,0.004291666666666652,0.0013666666666666664,0.06152958738998924
2006-12,0.018500000000000003,0.0238,-0.01819999999999999,0.0019166666666666666,0.0013666666666666664,-0.027199315367005702
2007-01,0.009300000000000001,-0.021,0.0028083333333333285,0.012316666666666688,0.008366666666666625,-0.028403491472529338
2007-02,-0.0055000000000000005,0.004,0.017999999999999988,-0.0035750000000000213,-0.0016916666666666484,0.047054650152005745
2007-03,0.0176,0.0213,0.0010333333333333661,0.008366666666666656,-0.01366666666666668,0.002443326841429198
2007-04,0.0371,0.008799999999999999,0.002641666666666634,0.0012333333333333658,0.008458333333333361,0.003086237540595297
2007-05,0.024900000000000002,0.026799999999999997,-0.02536666666666664,-0.0035750000000000213,0.009399999999999986,-0.006446484323769049
2007-06,-0.0079,0.0507,-0.006683333333333336,0.003566666666666657,0.002333333333333327,0.0034480870468591752
2007-07,-0.023700000000000002,0.0793,0.019008333333333342,-0.0012166666666666754,-0.024675000000000016,0.015066097406502225
2007-08,-0.011399999999999999,-0.0225,0.01003333333333334,-0.00924999999999996,-0.01845833333333328,-0.023291190160301806
2007-09,0.044199999999999996,0.0451,0.007549999999999966,0.011433333333333302,0.006708333333333303,0.09100006009523641
2007-10,0.0318,0.06380000000000001,0.012291666666666659,0.0035333333333333232,0.002666666666666661,0.08182307392964248
2007-11,-0.04650000000000001,-0.0242,0.04258333333333336,0.0019499999999999997,-0.04634166666666669,-0.009629531270620759
2007-12,-0.015300000000000001,0.0252,-0.006641666666666674,-0.0004499999999999858,-0.0029416666666666363,0.0643423507746587
2008-01,-0.0785,-0.04540000000000001,0.033441666666666654,0.004324999999999985,-0.041900000000000014,0.02705085787876692
2008-02,-0.0004,0.0688,0.019508333333333332,0.00915000000000004,-0.023533333333333316,0.11015306772476605
2008-03,-0.0125,-0.0366,0.0001166666666666716,-0.005175000000000039,-0.0203166666666667,-0.010841179457881066
2008-04,0.0492,0.020700000000000003,-0.030274999999999993,-0.0036499999999999666,0.037875000000000034,0.05858599912781084
2008-05,0.0183,-0.00010000000000000009,-0.0051500000000000165,0.018691666666666648,0.012583333333333342,0.06727431829402944
2008-06,-0.0806,-0.015399999999999992,0.009316666666666674,0.004466666666666652,-0.0025000000000000044,0.10261576370347705
2008-07,-0.0279,-0.014199999999999999,-0.012366666666666668,-0.011508333333333334,-0.014458333333333335,-0.099311419690918
2008-08,-0.021,-0.060700000000000004,-0.0010249999999999853,-0.013249999999999991,-0.00431666666666666,-0.06664686376167087
2008-09,-0.12279999999999999,-0.05790000000000001,-0.0442,-0.04220833333333332,-0.06825833333333335,-0.10398926801078862
2008-10,-0.19510000000000002,-0.07799999999999997,-0.06932500000000004,-0.057066666666666675,-0.1496666666666667,-0.2516114347383326
2008-11,-0.0653,-0.013099999999999995,0.045816666666666686,-0.042475,-0.052391666666666635,-0.1239706826548033
2008-12,0.0444,0.029699999999999997,0.03896666666666666,-0.017324999999999997,0.033083333333333305,-0.032621744602575276
2009-01,-0.0855,0.021400000000000006,0.034583333333333355,0.08249166666666666,0.04885000000000001,-0.044360692282279346
2009-02,-0.0993,0.0486,-0.02495833333333334,-0.013449999999999997,0.020483333333333374,-0.05639617102212292
2009-03,0.0727,0.06450000000000002,0.052116666666666665,0.02640000000000001,-0.04765000000000003,0.046372476132336506
2009-04,0.11410000000000001,0.0557,-0.019608333333333318,0.01626666666666666,0.07078333333333335,-0.0010999936830630274
2009-05,0.09949999999999999,0.08030000000000001,0.003008333333333324,0.02762500000000002,0.08323333333333331,0.16266259388488802
2009-06,-0.0026,-0.0115,-0.007408333333333335,-0.002500000000000003,0.06857499999999998,-0.026359031722788206
2009-07,0.086,0.024900000000000002,0.007083333333333327,0.006258333333333332,0.05603333333333336,0.018467620473951774
2009-08,0.0388,-0.038599999999999995,-0.0025750000000000035,-0.012091666666666695,0.015591666666666656,-0.040464669139768775
2009-09,0.0446,0.049400000000000006,0.01746666666666667,0.010166666666666697,0.01448333333333333,-0.00236135496201707
2009-10,-0.021,0.018500000000000003,0.013300000000000011,0.021458333333333322,0.0023833333333333332,0.06935632144176052
2009-11,0.0364,0.005500000000000002,0.023575000000000002,0.008066666666666656,-0.010616666666666693,0.04535805761369138
2009-12,0.019299999999999998,0.027000000000000003,-0.027058333333333344,0.02493333333333336,0.04749166666666671,-0.0017218669529329822
2010-01,-0.0373,-0.008199999999999999,0.01563333333333333,-0.0012250000000000082,-0.0008833333333333154,-0.0783916443726842
2010-02,0.0129,-0.0063,-0.013316666666666662,-0.014058333333333348,-0.002858333333333373,0.04142777968792344
2010-03,0.062400000000000004,0.01869999999999999,-0.008366666666666665,0.01057500000000003,0.01718333333333331,-0.004754927572511958
2010-04,0.0048,0.0103,0.026133333333333335,0.014666666666666646,0.011058333333333384,0.039015686388485835
2010-05,-0.09539999999999998,0.0065999999999999835,-0.0013249999999999994,-0.030799999999999994,-0.04901666666666671,-0.10157317955831481
2010-06,-0.0315,0.0292,0.014700000000000001,-0.011941666666666668,-0.016591666666666657,-0.017859504737600684
2010-07,0.0821,-0.0007000000000000028,0.0017583333333333422,-8.33333333333235e-05,0.01956666666666667,0.06109624782527122
2010-08,-0.039,0.0245,0.01614999999999999,-0.020900000000000016,-0.007574999999999974,-0.030244123968552483
2010-09,0.09849999999999999,0.013600000000000011,0.016791666666666667,0.022066666666666665,-0.0014916666666666772,0.08593594251465907
2010-10,0.0394,-0.0096,0.020624999999999998,0.02948333333333333,-0.007458333333333343,0.04427987896311579
2010-11,-0.0217,-0.0010999999999999988,-0.018783333333333336,-0.003024999999999999,0.014625000000000032,-0.004468563865316255
2010-12,0.076,-0.0035999999999999943,-0.02018333333333333,0.020125,0.03752499999999996,0.09882293680173947
2011-01,0.0213,-0.0451,-0.005566666666666669,0.005116666666666647,0.0022333333333333333,0.035471795470426434
2011-02,0.0349,-0.0519,0.004900000000000003,0.005950000000000031,0.013233333333333371,0.04161041567129285
2011-03,-0.0068000000000000005,0.061799999999999994,0.004058333333333342,0.00919166666666665,0.0011416666666666376,0.026481526874615902
2011-04,0.0447,-0.007399999999999998,0.020024999999999994,0.00926666666666665,0.00215,0.045558803940624504
2011-05,-0.021,-0.004699999999999998,-0.0033750000000000034,-0.023458333333333317,-0.004849999999999992,-0.05172413061490988
2011-06,-0.0152,0.0007000000000000006,0.0046666666666666705,0.016275000000000026,-0.004791666666666694,-0.04264469496241796
2011-07,-0.017,0.020499999999999997,0.030225,0.0028249999999999677,-0.002733333333333303,0.045580215945032254
2011-08,-0.07519999999999999,-0.015600000000000004,0.016316666666666667,-0.029166666666666674,-0.045691666666666686,-0.004063061297399429
2011-09,-0.092,-0.05620000000000001,0.0009499999999999986,-0.022291666666666633,-0.002291666666666671,-0.14622017542127375
2011-10,0.1001,0.021400000000000006,0.007341666666666667,0.028658333333333307,0.030750000000000003,0.07650494460238733
2011-11,-0.0264,-0.037200000000000004,0.004066666666666666,-0.0014583333333333419,-0.019483333333333373,-0.0028860659521535714
2011-12,-0.0044,-0.008400000000000001,0.008025000000000001,-0.005491666666666651,-0.0002999999999999466,-0.028943623017152142
2012-01,0.056100000000000004,0.0554,0.01674166666666667,0.013633333333333317,0.005724999999999947,0.03688531066569922
2012-02,0.0493,0.014000000000000004,-0.00023333333333333336,0.013758333333333345,0.016700000000000055,0.05353929339378105
2012-03,0.0124,-0.0416,-0.015433333333333337,0.006683333333333332,0.00558333333333335,-0.017735223705505287
2012-04,-0.0111,-0.005,0.016725000000000004,-0.003666666666666661,-0.010441666666666693,-0.013541698245475464
2012-05,-0.0888,-0.014899999999999984,0.01575,-0.010925000000000006,-0.01733333333333335,-0.11168039999326597
2012-06,0.048499999999999995,-0.011799999999999998,-0.003616666666666668,0.004941666666666675,0.003833333333333362,0.020205938646375987
2012-07,0.0085,0.004700000000000001,0.018016666666666667,0.007375000000000021,0.014824999999999996,0.05825232511042144
2012-08,0.0278,-0.022299999999999997,-0.0013749999999999951,0.005833333333333309,0.008725000000000033,0.056413992431430846
2012-09,0.030699999999999998,0.027100000000000003,0.006633333333333331,0.015475000000000001,0.016674999999999985,-0.0039207858807550735
2012-10,-0.0043,-0.0025000000000000005,0.0001583333333333354,0.008416666666666683,0.036558333333333304,-0.0391517483945515
2012-11,0.0132,-0.0024,0.00015000000000000202,-0.005116666666666679,-0.019725000000000006,0.019493655754079454
2012-12,0.023,0.0279,-0.010258333333333338,0.005208333333333342,0.012458333333333342,-0.011487748754496329
2013-01,0.0546,-0.0371,-0.00855833333333334,0.013241666666666655,0.005375000000000017,0.024837813000362807
2013-02,0.0009,-0.0092,0.005125000000000008,-0.0026416666666666654,-0.004650000000000027,-0.047067033107580536
2013-03,0.023,-0.0351,-0.0005333333333333334,0.0005083333333333151,-0.004591666666666659,0.006634763212148176
2013-04,0.0302,-0.019299999999999998,-0.0005333333333333334,-0.011508333333333334,0.015466666666666658,-0.03808121346518378
