date,SPY,TLT,GLD,DBC
2010-01-05,0.0026464314219034613,0.006457734489006883,-0.0009108023746454696,0.0011885374116216152
2010-01-06,0.0007046200656577462,-0.013386361218121756,0.01649959196299955,0.0178077005109456
2010-01-07,0.004221147416327398,0.0016824304122700084,-0.006187807624317698,-0.012441602142229113
2010-01-08,0.0033280232737815663,-0.00044765313595362954,0.0049630306196752905,-0.0007873966092295515
2010-01-11,0.0013965169434420055,-0.005488157657850934,0.01328899785435711,-0.003152068364860483
2010-01-12,-0.009325910005320459,0.017116976561728725,-0.020912721685971136,-0.021343827557253725
2010-01-13,0.008445825009111285,-0.011625473027000122,0.00950315025847348,0.0008076581739855371
2010-01-14,0.002704320651926606,0.014002682568718061,0.004393023666376061,-0.00524617882839129
2010-01-15,-0.011223958914745702,0.006186818383527859,-0.01044361493969348,-0.01135895515551133
2010-01-19,0.012495462701041182,-0.0028552040263281064,0.005953418988644765,0.006565407688951419
2010-01-20,-0.010168548525170462,0.010130467277761124,-0.02313481240425197,-0.0187526137012346
2010-01-21,-0.01922940036976306,0.0045779653056550185,-0.01441159959280014,-0.0124635700088499
2010-01-22,-0.022291196723977613,-0.0017363703399891905,-0.001862760291706178,-0.010517440055489158
2010-01-25,0.005127373217916009,-0.004565300108266501,0.002892648999579084,0.004676697259533569
2010-01-26,-0.004190681503083549,0.0003283744533912891,0.0007442705541653716,-0.011002799105065408
2010-01-27,0.004757012654037052,-0.0005466583791897683,-0.009576039444736728,-0.01454857108214469
2010-01-28,-0.011472239028249676,-0.0005462099828486,-0.0004693083914030227,-0.0034738059300289947
2010-01-29,-0.010868013628307027,0.008742572270462379,-0.004883586176437471,-0.01132890531681463
2010-02-01,0.015550755857283605,-0.009077360042511473,0.02255567582388429,0.02423974929519601
2010-02-02,0.012102995964168306,0.0028526926507781436,0.007198881313165595,0.02151459126829458
2010-02-03,-0.00498291147177321,-0.011597088947975398,-0.003940257637661704,-0.012215640653775228
2010-02-04,-0.03086573276865079,0.01582857453770048,-0.03983435439949368,-0.03326233914467169
2010-02-05,0.0020670590768596675,0.0021790190341477444,0.002970178695371306,-0.012792206629022695
2010-02-08,-0.007219112129718597,0.0013045956990060947,-0.006113864996012963,0.00044687513514363175
2010-02-09,0.012560126880461375,-0.00998983368271078,0.01316803858637372,0.017865106610656767
2010-02-10,-0.0019583922686410293,-0.009541158756924406,-0.002751170718643947,0.0039490261619519185
2010-02-11,0.010465954409082157,-0.005426426828389341,0.019120951810489784,0.011800675296251839
2010-02-12,-0.0008321665951764867,0.004120132538280252,-0.0008400666498453724,-0.005615369824937377
2010-02-16,0.01573501096239016,0.0018844860955484766,0.02410315591356116,0.03040824486851812
2010-02-17,0.004738185069151024,-0.011398435437028231,-0.0033753214496573536,-0.0050590852767502525
2010-02-18,0.005894916575526432,-0.0040300997948309325,0.006681952923877299,0.008898393186349107
2010-02-19,0.0020740806832317826,0.005394721889109277,-0.004637226047132237,0.005879940105264048
2010-02-22,0.00018010152280534264,-0.004136965764934608,-0.0036539830220012615,-0.005428081732080314
2010-02-23,-0.012145007303926092,0.015604894791980017,-0.010818743086801086,-0.016372740979331724
2010-02-24,0.00919774661817696,0.002431622397210953,-0.004912399502225995,0.008109258630350169
2010-02-25,-0.0013532783375285184,0.0056239309660850445,0.008848704758209536,-0.016934789774348258
2010-02-26,0.0006322009386576788,0.005153849427008028,0.010340714355349556,0.017657031984011473
2010-03-01,0.010384845035077639,-0.00043759802168641393,0.0,-0.010156518072931053
2010-03-02,0.002770943105579571,-0.0013145865662120837,0.01452980291927708,0.010688406530987349
2010-03-03,0.0008909976166564526,-0.0025207900313528597,0.005494511158316229,0.009729354289012448
2010-03-04,0.0030274597894588418,0.0052743634032446085,-0.007166491463286184,-0.00879773960357999
2010-03-05,0.014293397555755538,-0.013118820426273547,-0.0001804951017815304,0.011834340402699928
2010-03-08,0.00017510950383781143,-0.005206289990756341,-0.008392747276111279,-0.0012531720387143341
2010-03-09,0.0016626675270610125,0.00022240795978278882,-0.0014560978951050352,-0.010874231730862327
2010-03-10,0.0044558048359446545,-0.002560493966117572,-0.011392635673468599,0.002959955745184484
2010-03-11,0.0041747971220744695,0.0036836448170416425,0.0011984627266063974,-0.0025294950825359708
2010-03-12,8.642333656760925e-05,0.006227152344186582,-0.0059852811695370045,-0.0059171225249136095
2010-03-15,0.00025986739060024355,-0.001325921993524437,0.003798088686431056,-0.01190478245914317
